tdate	ttime	sensorVAC	sensorVBat	sensorIBat	sensorILoad	modemType	sensorModem0	sensorModem1	sensorModem2	sensorModem3	sensorBUC	sensorSCPC	sensorSCADA	sensorTemp	sendStatus
2015-12-08	22:18:26	223.2	49.72	-0.44	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:18:28	228.71	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.65	11.97	23	0
2015-12-08	22:18:31	206.69	49.95	-0.44	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.65	11.97	23	0
2015-12-08	22:18:33	217.7	49.95	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.62	49.65	11.97	23	0
2015-12-08	22:18:36	212.19	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.65	11.98	23	0
2015-12-08	22:18:37	217.7	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:18:39	228.71	49.72	-0.52	0.15	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:18:46	206.69	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:18:48	228.71	49.72	-0.44	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:18:51	228.71	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.65	11.97	23	0
2015-12-08	22:18:53	201.18	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.62	49.65	11.97	23	0
2015-12-08	22:18:55	201.18	49.95	-0.44	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.65	11.97	23	0
2015-12-08	22:18:57	217.7	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:18:59	217.7	49.95	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:19:01	228.71	49.72	-0.44	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:19:03	212.19	49.95	-0.44	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:19:05	212.19	49.72	-0.52	0.15	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:19:06	206.69	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:19:08	212.19	49.72	-0.44	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:19:10	228.71	49.72	-0.52	0.15	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:19:12	223.2	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:19:14	223.2	49.72	-0.52	0.15	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:19:17	201.18	49.72	-0.52	0.22	NULL	6.6	13.56	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:19:19	206.69	49.72	-0.44	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:19:21	223.2	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:19:23	228.71	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:19:26	228.71	49.72	-0.44	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:19:28	195.68	49.95	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.65	11.98	23	0
2015-12-08	22:19:30	217.7	49.95	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.65	11.97	23	0
2015-12-08	22:19:32	212.19	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:19:34	212.19	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:19:36	212.19	49.72	-0.44	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:19:38	212.19	49.95	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.62	49.6	11.98	23	0
2015-12-08	22:19:40	223.2	49.72	-0.44	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.65	11.97	23	0
2015-12-08	22:19:43	212.19	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:19:46	206.69	49.72	-0.44	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:19:48	212.19	49.95	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:19:50	206.69	49.95	-0.44	0.22	NULL	6.6	13.56	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:19:52	217.7	49.95	-0.44	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:19:54	223.2	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:19:56	212.19	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:19:58	217.7	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.65	11.97	23	0
2015-12-08	22:20:00	206.69	49.72	-0.52	0.15	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:20:02	206.69	49.95	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.62	49.6	11.97	23	0
2015-12-08	22:20:04	212.19	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.65	11.97	23	0
2015-12-08	22:20:06	217.7	49.72	-0.44	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:20:08	223.2	49.95	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:20:10	223.2	49.72	-0.44	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:20:12	217.7	49.72	-0.52	0.15	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:20:13	212.19	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.65	11.97	23	0
2015-12-08	22:20:16	201.18	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:20:18	201.18	49.72	-0.52	0.15	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:20:20	201.18	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.62	49.65	11.97	23	0
2015-12-08	22:20:21	212.19	49.95	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:20:22	223.2	49.95	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.65	11.97	23	0
2015-12-08	22:20:24	212.19	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.65	11.97	23	0
2015-12-08	22:20:26	212.19	49.72	-0.44	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.65	11.98	23	0
2015-12-08	22:20:28	217.7	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:20:30	217.7	49.95	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.65	11.97	23	0
2015-12-08	22:20:32	212.19	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.62	49.65	11.95	23	0
2015-12-08	22:20:34	223.2	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:20:35	212.19	49.72	-0.44	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:20:37	223.2	49.95	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:20:39	206.69	49.95	-0.44	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:20:41	195.68	49.95	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.65	11.97	23	0
2015-12-08	22:20:44	223.2	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:20:45	212.19	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:20:47	217.7	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:20:49	217.7	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:20:50	212.19	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:20:52	212.19	49.95	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.65	11.97	23	0
2015-12-08	22:20:55	212.19	49.72	-0.44	0.22	NULL	6.6	13.57	19.58	34.16	49.57	49.6	11.97	23	0
2015-12-08	22:20:57	217.7	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.65	11.97	23	0
2015-12-08	22:20:59	217.7	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.62	49.6	11.97	23	0
2015-12-08	22:21:01	212.19	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:21:03	206.69	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.62	49.65	11.97	23	0
2015-12-08	22:21:05	201.18	49.95	-0.44	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:21:07	201.18	49.72	-0.44	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:21:10	217.7	49.95	-0.44	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.65	11.97	23	0
2015-12-08	22:21:12	212.19	49.95	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.65	11.97	23	0
2015-12-08	22:21:15	212.19	49.95	-0.44	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:21:17	223.2	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:21:18	217.7	49.95	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:21:20	223.2	49.72	NULL	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:21:22	217.7	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:21:24	206.69	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.65	11.97	23	0
2015-12-08	22:21:26	195.68	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:21:27	212.19	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.65	11.97	23	0
2015-12-08	22:21:29	212.19	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:21:32	212.19	49.72	-0.44	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.65	11.97	23	0
2015-12-08	22:21:34	212.19	49.72	-0.52	0.22	NULL	6.6	13.57	19.61	24.16	49.62	49.65	11.98	23	0
2015-12-08	22:21:35	212.19	49.95	-0.52	0.22	NULL	6.6	13.57	19.61	24.16	49.62	49.65	11.97	23	0
2015-12-08	22:21:36	217.7	49.95	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.65	11.98	23	0
2015-12-08	22:21:38	223.2	49.95	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:21:40	212.19	49.95	-0.44	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:21:43	217.7	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:21:45	212.19	49.95	-0.44	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.65	11.97	23	0
2015-12-08	22:21:47	212.19	49.95	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:21:49	201.18	49.95	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:21:51	206.69	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:21:54	212.19	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:21:56	212.19	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:21:58	206.69	49.95	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:22:00	212.19	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.65	11.97	23	0
2015-12-08	22:22:02	212.19	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.65	11.97	23	0
2015-12-08	22:22:04	212.19	49.95	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.65	11.98	23	0
2015-12-08	22:22:06	212.19	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:22:08	201.18	49.95	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:22:10	195.68	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:22:13	206.69	49.72	-0.44	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:22:15	201.18	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:22:17	201.18	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:22:19	217.7	49.72	-0.44	0.15	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:22:21	217.7	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:22:23	217.7	49.72	-0.52	0.15	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:22:25	217.7	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:22:27	223.2	49.72	-0.44	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:22:28	217.7	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:22:31	201.18	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:22:33	195.68	49.72	-0.52	0.15	NULL	6.6	13.57	19.58	24.16	49.57	49.65	11.97	23	0
2015-12-08	22:22:35	212.19	49.72	-0.52	0.15	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:22:37	212.19	49.72	-0.44	0.22	NULL	6.6	13.57	19.61	24.16	49.62	49.65	11.98	23	0
2015-12-08	22:22:39	206.69	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.65	11.98	23	0
2015-12-08	22:22:42	223.2	49.72	-0.44	0.22	NULL	6.6	13.57	19.58	24.13	49.62	49.6	11.97	23	0
2015-12-08	22:22:43	212.19	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:22:45	212.19	49.95	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:22:47	212.19	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:22:48	212.19	49.95	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:22:50	223.2	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	NULL	49.62	49.6	11.97	23	0
2015-12-08	22:22:52	201.18	49.95	-0.44	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:22:54	206.69	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:22:56	201.18	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:22:58	212.19	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:23:00	223.2	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:23:03	212.19	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:23:05	212.19	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:23:08	201.18	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.65	11.97	23	0
2015-12-08	22:23:10	195.68	49.95	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.65	11.97	23	0
2015-12-08	22:23:12	201.18	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:23:13	195.68	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.65	11.98	23	0
2015-12-08	22:23:15	201.18	49.95	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:23:17	223.2	49.95	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:23:19	217.7	49.72	-0.52	0.15	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:23:20	212.19	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:23:23	212.19	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:23:25	223.2	49.95	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:23:27	223.2	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:23:29	206.69	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:23:31	206.69	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:23:33	206.69	49.72	-0.52	0.15	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:23:35	223.2	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:23:37	223.2	49.72	-0.52	0.15	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:23:39	212.19	49.95	-0.44	0.3	NULL	6.6	13.57	19.58	24.16	49.62	49.6	11.97	23	0
2015-12-08	22:23:40	212.19	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:23:43	212.19	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.65	11.97	23	0
2015-12-08	22:23:45	212.19	49.95	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:23:47	201.18	49.95	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.65	11.97	23	0
2015-12-08	22:23:49	212.19	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:23:50	212.19	49.72	-0.52	0.15	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:23:52	292.19	49.95	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:23:54	217.7	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:23:56	212.19	49.72	-0.52	0.15	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:23:58	217.7	49.72	-0.52	0.15	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:23:59	195.68	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.65	11.97	23	0
2015-12-08	22:24:01	217.7	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:24:02	206.69	49.72	-0.52	0.15	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:24:04	223.2	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:24:06	223.2	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:24:08	212.19	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.65	11.98	23	0
2015-12-08	22:24:11	223.2	49.95	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:24:13	206.69	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:24:15	217.7	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.65	11.97	23	0
2015-12-08	22:24:17	212.19	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.65	11.98	23	0
2015-12-08	22:24:20	223.2	49.95	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:24:22	201.18	49.95	-0.44	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:24:24	217.7	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:24:26	223.2	49.72	-0.52	0.15	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:24:28	217.7	49.72	-0.44	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:24:30	212.19	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:24:32	212.19	49.95	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:24:35	228.71	49.72	-0.44	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:24:37	223.2	49.72	-0.52	0.15	NULL	6.6	13.57	19.58	24.13	49.57	49.65	11.97	23	0
2015-12-08	22:24:39	217.7	49.95	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.65	11.98	23	0
2015-12-08	22:24:42	201.18	49.72	-0.52	0.15	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:24:44	201.18	49.95	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:24:46	228.71	49.72	-0.52	0.15	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:24:47	228.71	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:24:50	217.7	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:24:52	212.19	49.72	-0.44	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:24:55	228.71	49.72	-0.44	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:24:57	228.71	49.72	-0.44	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:24:59	217.7	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:25:01	228.71	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:25:03	217.7	49.72	-0.44	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:25:05	228.71	49.95	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:25:07	228.71	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.62	49.6	11.97	23	0
2015-12-08	22:25:10	212.19	49.95	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:25:11	217.7	49.72	-0.44	0.15	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:25:12	206.69	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:25:14	234.21	49.95	-0.52	0.22	NULL	6.6	13.56	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:25:16	223.2	49.95	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:25:18	223.2	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:25:20	217.7	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:25:22	228.71	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:25:24	228.71	49.72	-0.52	0.15	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:25:25	228.71	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.62	49.6	11.97	23	0
2015-12-08	22:25:27	212.19	49.95	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:25:29	212.19	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.13	49.57	49.6	11.97	23	0
2015-12-08	22:25:31	217.7	49.95	-0.52	0.15	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.97	23	0
2015-12-08	22:25:33	228.71	49.72	-0.52	0.22	NULL	6.6	13.57	19.58	24.16	49.57	49.6	11.98	23	0
